DTTM,TS,9999,1111,5555
1995-10-01,10/01/1995,20.704945324106397,0.312030445,0.6066378899999999
1995-10-02,10/02/1995,17.11516194255589,0.30343475,0.58744865
1995-10-03,10/03/1995,20.088047107409995,0.30402869,0.57718466
1995-10-04,10/04/1995,14.28784310171428,0.280655175,0.557564215
1995-10-05,10/05/1995,14.318550711566614,0.29058524,0.54814506
1995-10-06,10/06/1995,16.128212925320227,0.2830696,0.535182785
1995-10-07,10/07/1995,15.547684882439965,0.272817865,0.5206785649999999
1995-10-08,10/08/1995,13.538523892578722,0.270947125,0.5083375899999999
1995-10-09,10/09/1995,16.414278923234374,0.26685367,0.49555581500000007
1995-10-10,10/10/1995,9.875083676318472,0.26075391,0.48388154999999994
1995-10-11,10/11/1995,20.567495448577255,0.27931481999999996,0.49634849499999995
1995-10-12,10/12/1995,16.76007651788318,0.22324753,0.45489429499999995
1995-10-13,10/13/1995,10.142153404654339,0.226967825,0.441770425
1995-10-14,10/14/1995,7.1374700794931805,0.234779295,0.43274419000000003
1995-10-15,10/15/1995,11.791623101227241,0.23127996999999997,0.42440319
1995-10-16,10/16/1995,7.492465342694101,0.22746258499999997,0.41521184499999997
1995-10-17,10/17/1995,18.738915798391112,0.21895115499999998,0.40316299499999997
1995-10-18,10/18/1995,12.54232696905041,0.214194315,0.39233499000000005
1995-10-19,10/19/1995,10.295732216425153,0.20794530999999997,0.38116327499999997
1995-10-20,10/20/1995,14.537477403934101,0.20303305,0.37108320499999997
1995-10-21,10/21/1995,12.907987040950498,0.18218093,0.358196645
1995-10-22,10/22/1995,8.839408228184892,0.17138741,0.3487058599999999
1995-10-23,10/23/1995,7.413877936893484,0.18000429,0.34328345
1995-10-24,10/24/1995,15.645541297540364,0.18372753,0.33628195
1995-10-25,10/25/1995,11.821891990997482,0.18003526,0.32861089
1995-10-26,10/26/1995,13.39710458975086,0.17720901,0.321438295
1995-10-27,10/27/1995,11.961433598619498,0.16861711499999998,0.310004855
1995-10-28,10/28/1995,10.624392607394752,0.164833645,0.3030804
1995-10-29,10/29/1995,13.181145428829709,0.16238939,0.29496511999999997
1995-10-30,10/30/1995,16.70296275645424,0.15926939999999998,0.288284245
1995-10-31,10/31/1995,18.592490042353248,0.15689857999999998,0.283509735
1995-11-01,11/01/1995,18.77189846822699,0.15185835499999997,0.273054225
1995-11-02,11/02/1995,15.511689851739186,0.140606745,0.26358823499999995
1995-11-03,11/03/1995,14.979400063768264,0.13883547000000002,0.25717174499999995
1995-11-04,11/04/1995,13.330385978927575,0.14074297500000002,0.25225749
1995-11-05,11/05/1995,13.950139053653343,0.13790845999999998,0.24724263000000002
1995-11-06,11/06/1995,17.240170557425355,0.13287792499999998,0.24162765499999997
1995-11-07,11/07/1995,14.374280209013573,0.13165603499999998,0.23671587
1995-11-08,11/08/1995,21.537815650131822,0.13284572,0.23424472999999998
1995-11-09,11/09/1995,24.08244361921341,0.125641205,0.22390815999999997
1995-11-10,11/10/1995,23.237315559235313,0.11835213999999998,0.21777638499999996
1995-11-11,11/11/1995,19.335448842033557,0.11948719999999999,0.21441975
1995-11-12,11/12/1995,18.549043140401,0.116790625,0.209
1995-11-13,11/13/1995,16.182766130899342,0.11494876500000001,0.20302725499999996
1995-11-14,11/14/1995,18.699451978737056,0.110638235,0.19705745499999996
1995-11-15,11/15/1995,21.432884072951975,0.11176826,0.194579665
1995-11-16,11/16/1995,24.097534020229823,0.10652273999999999,0.183393415
1995-11-17,11/17/1995,24.763853923601836,0.1100765,0.179902925
1995-11-18,11/18/1995,23.17578536370582,0.11070027,0.17630309
1995-11-19,11/19/1995,27.549051125584807,0.09587998499999999,0.16295806
1995-11-20,11/20/1995,17.602656312632128,0.096198425,0.15497407000000002
1995-11-21,11/21/1995,14.475098396368812,0.09978971000000002,0.14841261
1995-11-22,11/22/1995,9.488319026225792,0.09072423999999998,0.14004548499999997
1995-11-23,11/23/1995,8.262406918004741,0.086694549,0.131052025
1995-11-24,11/24/1995,8.302896719614916,0.11990481999999998,0.13942314
1995-11-25,11/25/1995,27.260996141935117,0.20299390999999997,0.20653304
1995-11-26,11/26/1995,68.47504702524022,0.1820219,0.19688977999999996
1995-11-27,11/27/1995,32.67944540025009,0.15189607,0.173815895
1995-11-28,11/28/1995,19.579040021781523,0.1508676,0.161289955
1995-11-29,11/29/1995,13.708028468318322,0.14173278,0.14810044
1995-11-30,11/30/1995,7.321181485754259,0.49166052999999993,0.3200151
1995-12-01,12/01/1995,3272.605292194501,6.30281205,13.713705999999998
1995-12-02,12/02/1995,1737.3827578493106,0.5859409999999999,1.45420015
1995-12-03,12/03/1995,1402.0419395157537,2.49936545,5.147251999999999
1995-12-04,12/04/1995,8906.380075990062,4.846962700000001,12.023503999999999
1995-12-05,12/05/1995,3336.147013214251,2.2680309499999995,6.523265249999999
1995-12-06,12/06/1995,2470.194901035222,2.5718913000000003,7.688292999999998
1995-12-07,12/07/1995,4385.513311864184,1.6557321999999999,4.50422645
1995-12-08,12/08/1995,1586.6322787517875,1.2041373499999999,3.25282185
1995-12-09,12/09/1995,4328.716069252516,4.5982774,6.9998213499999995
1995-12-10,12/10/1995,3532.747202697592,7.800752099999999,17.4103745
1995-12-11,12/11/1995,25466.367113861026,38.7672675,77.1266905
1995-12-12,12/12/1995,54223.4939561378,130.338765,113.24209
1995-12-13,12/13/1995,12377.116879306674,43.694109999999995,34.6762065
1995-12-14,12/14/1995,12112.668612819998,39.448730999999995,41.9233385
1995-12-15,12/15/1995,22634.715577703555,49.3358275,51.4590775
1995-12-16,12/16/1995,10046.277554033035,32.5417085,26.972855999999997
1995-12-17,12/17/1995,8610.000640310478,27.660703499999997,23.763927
1995-12-18,12/18/1995,8741.61258114464,24.066502,21.2149725
1995-12-19,12/19/1995,6825.46434609722,20.5314475,18.9413755
1995-12-20,12/20/1995,5878.448709336993,17.837732,17.116454
1995-12-21,12/21/1995,5090.955595388482,15.636961999999999,15.603160999999998
1995-12-22,12/22/1995,5220.988700303886,16.3206105,16.914825999999998
1995-12-23,12/23/1995,4192.855991490996,13.348174499999999,13.914298499999997
1995-12-24,12/24/1995,3659.7080317948944,12.011248999999998,12.9535255
1995-12-25,12/25/1995,3217.397684095239,10.896975,12.127909
1995-12-26,12/26/1995,2840.9447336975163,9.953140499999998,11.410563999999999
1995-12-27,12/27/1995,2651.272939681364,10.052539,11.691498
1995-12-28,12/28/1995,4579.17392613866,17.056604,23.6764415
1995-12-29,12/29/1995,33468.21931460119,48.7548455,54.65274
1995-12-30,12/30/1995,17370.134987851743,32.351167,28.146714000000003
1995-12-31,12/31/1995,10325.187588909714,26.634484999999998,22.922055999999998
1996-01-01,01/01/1996,8841.127851675137,23.317161,20.9876565
1996-01-02,01/02/1996,7587.614862961711,20.582567,19.3736635
1996-01-03,01/03/1996,6518.915381263988,18.3179095,18.013842999999998
1996-01-04,01/04/1996,5607.378288656434,16.428074499999997,16.853114
1996-01-05,01/05/1996,4837.477353950899,14.850618499999998,15.8324245
1996-01-06,01/06/1996,4190.835042968656,13.54396,14.960809000000001
1996-01-07,01/07/1996,3650.3201072383818,12.4432425,14.206794
1996-01-08,01/08/1996,3186.7087907341543,11.762405999999999,13.645819000000001
1996-01-09,01/09/1996,4343.880150558429,15.651250000000001,21.6233015
1996-01-10,01/10/1996,3616.2781529973317,12.8499375,15.706767999999999
1996-01-11,01/11/1996,3111.8552495357812,11.943646999999999,14.86864
1996-01-12,01/12/1996,2744.3289912114324,11.165939,14.137168499999998
1996-01-13,01/13/1996,2423.983404058542,10.5015755,13.489030999999999
1996-01-14,01/14/1996,2361.639189834103,11.952254,14.789533499999997
1996-01-15,01/15/1996,34075.284550084965,80.517668,81.00760199999999
1996-01-16,01/16/1996,19027.819951398793,38.5321235,45.138148
1996-01-17,01/17/1996,19381.800209645367,47.142571999999994,60.73939
1996-01-18,01/18/1996,32401.243702263277,74.894941,86.1259455
1996-01-19,01/19/1996,19352.043759314143,43.88217199999999,51.04008949999999
1996-01-20,01/20/1996,19254.95693728084,46.195707,57.096748
1996-01-21,01/21/1996,19427.96452755347,40.791954999999994,47.191896
1996-01-22,01/22/1996,19000.91112836648,38.963632499999996,49.403400999999995
1996-01-23,01/23/1996,26228.8304940394,49.54605299999999,69.460713
1996-01-24,01/24/1996,31635.725451850994,52.010695,65.555111
1996-01-25,01/25/1996,22049.34412708689,43.26718,51.094097
1996-01-26,01/26/1996,18824.97685044483,49.920201,59.0009945
1996-01-27,01/27/1996,45321.755687245175,148.56166499999998,150.53243999999998
1996-01-28,01/28/1996,18217.29957386365,45.9393115,61.35438199999999
1996-01-29,01/29/1996,15580.79470668459,40.986534,57.958758999999986
1996-01-30,01/30/1996,16532.866234728026,39.251283,54.700439499999995
1996-01-31,01/31/1996,12678.422321768552,35.120673499999995,48.19648299999999
1996-02-01,02/01/1996,10496.627567388092,31.095048499999994,43.732433
1996-02-02,02/02/1996,8765.413157822191,27.871935999999998,40.093087499999996
1996-02-03,02/03/1996,7991.379924178078,27.138498000000002,40.56752699999999
1996-02-04,02/04/1996,20900.321032622654,45.7320025,59.873123
1996-02-05,02/05/1996,13158.039000882143,34.2783275,42.994871999999994
1996-02-06,02/06/1996,9903.608218771184,30.653611999999995,39.388596
1996-02-07,02/07/1996,8320.528214623018,27.584256999999997,36.609428
1996-02-08,02/08/1996,7043.198719005865,25.033374000000002,34.2431775
1996-02-09,02/09/1996,6003.094997197067,22.9022485,32.219535
1996-02-10,02/10/1996,5163.5659991567545,21.118452499999997,30.476626999999993
1996-02-11,02/11/1996,4478.715794086274,19.611942499999998,28.961424499999996
1996-02-12,02/12/1996,3922.246045943346,18.332568,27.614666500000002
1996-02-13,02/13/1996,3458.439252628093,17.240913499999998,26.4144555
1996-02-14,02/14/1996,3079.1802127674373,16.299017,25.338580500000003
1996-02-15,02/15/1996,2776.452369328131,17.476428,24.4444025
1996-02-16,02/16/1996,5870.330832595757,24.6387535,31.469462499999995
1996-02-17,02/17/1996,15546.974822714657,56.720319999999994,59.238969499999996
1996-02-18,02/18/1996,21212.810309070377,67.071425,66.50499699999999
1996-02-19,02/19/1996,26697.397671674695,60.71356899999999,59.06280149999999
1996-02-20,02/20/1996,22681.396579563356,67.689077,68.28591449999999
1996-02-21,02/21/1996,27610.370232917354,70.95111100000001,70.18842249999999
1996-02-22,02/22/1996,17925.134270516082,55.061791,54.766265
1996-02-23,02/23/1996,17130.35267941773,50.722827499999994,55.548723
1996-02-24,02/24/1996,17070.79302200239,45.383979499999995,50.4176305
1996-02-25,02/25/1996,13165.792803862681,39.5856545,45.63762
1996-02-26,02/26/1996,10875.960025266504,34.8753835,42.067139999999995
1996-02-27,02/27/1996,10633.944776839588,34.038424,43.8102475
1996-02-28,02/28/1996,14778.865799682246,46.032582500000004,60.82638149999999
1996-02-29,02/29/1996,23448.43569042195,62.602368500000004,78.460101
1996-03-01,03/01/1996,13239.458574587814,41.7396275,51.44459
1996-03-02,03/02/1996,10891.409264314198,36.8170505,47.04583349999999
1996-03-03,03/03/1996,10560.185646540875,36.1802085,47.682675499999995
1996-03-04,03/04/1996,16888.36814518514,51.162335500000005,66.108448
1996-03-05,03/05/1996,15684.098122194408,44.462641,53.396308
1996-03-06,03/06/1996,11002.61321203869,38.511727,47.5700815
1996-03-07,03/07/1996,9110.67365185422,34.1609265,43.963093
1996-03-08,03/08/1996,7602.334200385584,30.546347499999996,40.873123
1996-03-09,03/09/1996,6430.362836094188,27.605479999999996,38.286139999999996
1996-03-10,03/10/1996,9115.462819657485,30.116463,41.981013000000004
1996-03-11,03/11/1996,12905.282840391243,36.18182349999999,48.668442999999996
1996-03-12,03/12/1996,8755.58502714152,28.4284935,38.721695999999994
1996-03-13,03/13/1996,7158.144850171026,25.772359999999995,36.337385999999995
1996-03-14,03/14/1996,6039.545559274859,23.6088965,34.2984675
1996-03-15,03/15/1996,5121.832731791079,21.731497,32.4988255
1996-03-16,03/16/1996,4365.443437615597,20.136998,30.904649499999994
1996-03-17,03/17/1996,3751.622860292473,18.8112065,29.520214499999998
1996-03-18,03/18/1996,3264.142002421181,17.6854375,28.292044999999998
1996-03-19,03/19/1996,2860.295125332846,16.680252,27.170949999999998
1996-03-20,03/20/1996,2522.028770424026,15.811676499999999,26.153765999999997
1996-03-21,03/21/1996,2254.845089406018,15.0750275,25.2439985
1996-03-22,03/22/1996,2038.076745957526,14.4320865,24.444288499999995
1996-03-23,03/23/1996,1836.2814559845986,13.812183,23.600422499999997
1996-03-24,03/24/1996,1679.933946899218,13.3000665,22.867297999999998
1996-03-25,03/25/1996,1550.5112146528325,12.8283725,22.183127
1996-03-26,03/26/1996,1443.1802534114336,12.379658999999998,21.516626
1996-03-27,03/27/1996,1809.6211886877097,12.690707999999999,22.905212499999998
1996-03-28,03/28/1996,2849.9041294852473,12.9566795,22.8617215
1996-03-29,03/29/1996,2604.0278624523407,12.494665999999999,21.946947499999997
1996-03-30,03/30/1996,2278.3496574925534,12.0789175,21.264875999999997
1996-03-31,03/31/1996,2333.494566519157,12.993273499999997,23.421860499999998
1996-04-01,04/01/1996,8205.391543545653,15.923472499999999,28.0800905
1996-04-02,04/02/1996,4006.7238422727974,13.560594499999999,23.090889999999998
1996-04-03,04/03/1996,3363.9404174770607,12.9164945,22.16274
1996-04-04,04/04/1996,2898.7578618338157,12.3522135,21.327043999999997
1996-04-05,04/05/1996,2513.1542568708705,11.845302999999998,20.559396500000002
1996-04-06,04/06/1996,2187.0042345484567,11.391354999999999,19.856500999999998
1996-04-07,04/07/1996,1918.5527208727278,10.9797865,19.20862
1996-04-08,04/08/1996,1694.9595765768302,10.589897,18.602937999999998
1996-04-09,04/09/1996,1498.6425585043908,10.2341125,18.0455255
1996-04-10,04/10/1996,1348.415540061259,9.887400499999998,17.495561
1996-04-11,04/11/1996,1202.7607009523708,9.597365499999999,17.0095125
1996-04-12,04/12/1996,1086.2055156122426,9.254335699999999,16.4883045
1996-04-13,04/13/1996,983.4438608985946,9.003809299999999,16.022025499999998
1996-04-14,04/14/1996,919.6473583339156,8.890762149999999,15.734127999999998
1996-04-15,04/15/1996,966.6961976855525,9.8754115,16.874754999999997
1996-04-16,04/16/1996,9985.114482520747,21.9441545,32.76609849999999
1996-04-17,04/17/1996,5198.259910798484,21.919083999999998,31.107369999999996
1996-04-18,04/18/1996,10942.264849655858,29.692534999999996,38.2531465
1996-04-19,04/19/1996,8823.557392263348,23.0781125,28.526761500000003
1996-04-20,04/20/1996,6924.970404209976,20.491215,26.3756765
1996-04-21,04/21/1996,6563.249523694711,18.529350999999995,25.3939845
1996-04-22,04/22/1996,5571.618585563802,16.905040999999997,23.567390999999997
1996-04-23,04/23/1996,8150.667238346498,40.53289,41.6535005
1996-04-24,04/24/1996,16800.07241531806,40.814336999999995,38.5040225
1996-04-25,04/25/1996,7803.706194212008,28.719839499999996,29.372974
1996-04-26,04/26/1996,6579.797825513148,25.112869999999997,27.0218475
1996-04-27,04/27/1996,5535.98810282139,22.049044,25.0075625
1996-04-28,04/28/1996,4669.575316405421,19.544644499999997,23.317588499999996
1996-04-29,04/29/1996,3951.2746109001014,17.4587295,21.874814
1996-04-30,04/30/1996,3363.024293932108,15.726927000000002,20.633734
1996-05-01,05/01/1996,2877.0547501640644,14.2811315,19.570550999999995
1996-05-02,05/02/1996,2475.9723666296613,13.080797,18.631628
1996-05-03,05/03/1996,2137.6001932608915,12.027750499999998,17.795343
1996-05-04,05/04/1996,1853.8415499182986,11.184901,17.049878
1996-05-05,05/05/1996,1617.337839677099,10.5026775,16.391109999999998
1996-05-06,05/06/1996,1416.12155576613,9.8813585,15.787261500000001
1996-05-07,05/07/1996,1243.0121704044686,9.326441650000001,15.222305999999998
1996-05-08,05/08/1996,1096.6450981519238,8.85895615,14.710959
1996-05-09,05/09/1996,974.8665104861402,8.4209729,14.2284255
1996-05-10,05/10/1996,871.5581395611182,8.0720569,13.790979
1996-05-11,05/11/1996,785.6565847690608,7.761784999999999,13.369027
1996-05-12,05/12/1996,713.5803795409405,7.4749115999999995,12.978349000000001
1996-05-13,05/13/1996,673.0440842345139,7.2407385,12.666141
1996-05-14,05/14/1996,761.3672515281822,6.9959396499999995,12.466973499999998
1996-05-15,05/15/1996,854.2899485739366,6.743056299999999,12.132525999999999
1996-05-16,05/16/1996,3470.1505352017293,8.20052825,15.144615
1996-05-17,05/17/1996,5597.464378671595,13.3426075,24.490002499999996
1996-05-18,05/18/1996,5202.616373915663,11.010233999999999,18.6257
1996-05-19,05/19/1996,4235.557959112352,10.2769195,17.462168499999997
1996-05-20,05/20/1996,3716.471105301973,9.680509500000001,16.605297
1996-05-21,05/21/1996,9753.887958413028,21.264267999999998,37.7590135
1996-05-22,05/22/1996,4210.114124206771,11.692077499999998,18.245386500000002
1996-05-23,05/23/1996,3542.3463997783397,10.8609415,17.282105499999997
1996-05-24,05/24/1996,3088.9958966204167,10.179620499999999,16.433765
1996-05-25,05/25/1996,2704.294997990867,9.57866,15.683929999999998
1996-05-26,05/26/1996,2384.06571113366,9.050650000000001,15.025095499999999
1996-05-27,05/27/1996,2115.49449626032,8.552963049999999,14.413950999999997
1996-05-28,05/28/1996,1885.7170533850347,8.14122545,13.873192
1996-05-29,05/29/1996,1689.605856228673,7.789399599999999,13.380360499999998
1996-05-30,05/30/1996,1522.0399442649166,7.465718449999999,12.924787999999998
1996-05-31,05/31/1996,1387.783771855296,7.175644500000001,12.5027125
1996-06-01,06/01/1996,1267.442698379159,6.910741749999999,12.110457499999999
1996-06-02,06/02/1996,1165.0725985694683,6.656500849999999,11.732547499999999
1996-06-03,06/03/1996,1066.5825387698007,6.43397285,11.381551
1996-06-04,06/04/1996,994.9922739617151,6.204587749999999,11.049962999999998
1996-06-05,06/05/1996,926.9530335616192,5.99797415,10.727951000000001
1996-06-06,06/06/1996,869.8330726219114,5.816489949999999,10.430002499999999
1996-06-07,06/07/1996,820.2840101160881,5.641306149999999,10.1486125
1996-06-08,06/08/1996,784.0469634137576,5.465273999999999,9.870196
1996-06-09,06/09/1996,743.3071584614845,5.3040723,9.6050605
1996-06-10,06/10/1996,706.4529019635808,5.149643149999999,9.348531049999998
1996-06-11,06/11/1996,681.962817593945,5.008094099999999,9.1003103
1996-06-12,06/12/1996,656.1251588872075,4.87795075,8.86530595
1996-06-13,06/13/1996,639.2994956101145,4.7434335999999995,8.6360225
1996-06-14,06/14/1996,620.5415030323841,4.6063657,8.40974105
1996-06-15,06/15/1996,608.6667782290596,4.4810816,8.191616299999998
1996-06-16,06/16/1996,582.6958746863577,4.3653393000000005,7.978510400000001
1996-06-17,06/17/1996,563.641333962369,4.2366941,7.765186
1996-06-18,06/18/1996,534.0963802280008,4.112929049999999,7.5557091
1996-06-19,06/19/1996,522.1165944264576,4.0254255,7.36621545
1996-06-20,06/20/1996,501.6378866009749,3.9263594999999993,7.1799517999999996
1996-06-21,06/21/1996,483.2468380709533,3.8119510000000005,6.985149549999999
1996-06-22,06/22/1996,462.5137302988427,3.7107702999999996,6.803026
1996-06-23,06/23/1996,457.4266321826102,3.63525005,6.65062035
1996-06-24,06/24/1996,446.4833328078683,3.5431693999999996,6.4725741999999995
1996-06-25,06/25/1996,428.610908316654,3.44605185,6.29952695
1996-06-26,06/26/1996,419.4114860669923,3.3597433999999997,6.13857795
1996-06-27,06/27/1996,406.276578941085,3.28206475,5.993244099999999
1996-06-28,06/28/1996,393.01300922599836,3.1843885999999992,5.818939049999999
1996-06-29,06/29/1996,379.93822573479486,3.0936303499999998,5.66126755
1996-06-30,06/30/1996,371.57984311421853,3.0119255999999996,5.511086799999999
1996-07-01,07/01/1996,360.13670479779614,2.93772965,5.3756946999999995
1996-07-02,07/02/1996,352.5080607079106,2.8669803,5.24138275
1996-07-03,07/03/1996,348.11199064289804,2.7966252,5.10925675
1996-07-04,07/04/1996,339.0764048182043,2.71817895,4.976095249999999
1996-07-05,07/05/1996,329.67255901250223,2.63557075,4.8394710000000005
1996-07-06,07/06/1996,320.4350682634272,2.5815205,4.71565275
1996-07-07,07/07/1996,314.27469078881205,2.51973725,4.595596499999999
1996-07-08,07/08/1996,310.4973955635859,2.4548436999999996,4.47551365
1996-07-09,07/09/1996,298.5437465017169,2.39163355,4.3602834
1996-07-10,07/10/1996,295.0280712421564,2.3337187,4.2469788
1996-07-11,07/11/1996,289.2234894557504,2.2764251499999997,4.13829785
1996-07-12,07/12/1996,282.7463914112785,2.21892545,4.03037975
1996-07-13,07/13/1996,278.74461471287555,2.1635632499999997,3.9258588500000005
1996-07-14,07/14/1996,272.55142778158137,2.1100678,3.824980249999999
1996-07-15,07/15/1996,270.93896549333266,2.0588381,3.72736585
1996-07-16,07/16/1996,263.2635303637832,2.00121395,3.6258469499999992
1996-07-17,07/17/1996,255.6910414660963,1.9645287499999997,3.5501053499999995
1996-07-18,07/18/1996,247.596070687892,1.8994480499999997,3.4416799499999997
1996-07-19,07/19/1996,243.55250809186984,1.83680125,3.3431364500000003
1996-07-20,07/20/1996,236.49791856962395,1.79193655,3.25207705
1996-07-21,07/21/1996,224.82374280537965,1.75622605,3.1696094499999994
1996-07-22,07/22/1996,225.70402579699976,1.7164647499999999,3.091281
1996-07-23,07/23/1996,217.62969325823204,1.6760536499999998,3.0135197
1996-07-24,07/24/1996,222.58038760618868,1.6287056500000001,2.9299187499999997
1996-07-25,07/25/1996,213.04216304281286,1.5853609499999997,2.8506479
1996-07-26,07/26/1996,205.72445448687918,1.5470313,2.7777467999999996
1996-07-27,07/27/1996,198.26473213649447,1.5090236999999997,2.70698225
1996-07-28,07/28/1996,201.63200294857788,1.4639708999999999,2.6283203499999996
1996-07-29,07/29/1996,186.01334598404924,1.4259623499999998,2.55628185
1996-07-30,07/30/1996,187.43253593932712,1.38718335,2.4859590500000004
1996-07-31,07/31/1996,180.347203635951,1.34851835,2.4199739499999997
1996-08-01,08/01/1996,174.57662532025094,1.319379,2.3608317
1996-08-02,08/02/1996,173.79117234166608,1.2886617,2.3007157
1996-08-03,08/03/1996,170.68841473576606,1.2533853499999998,2.2376489999999998
1996-08-04,08/04/1996,167.8476891652454,1.22372065,2.1776888
1996-08-05,08/05/1996,169.00446939124384,1.19615925,2.1227883
1996-08-06,08/06/1996,162.2096027458627,1.1619374,2.060626
1996-08-07,08/07/1996,156.34374786512913,1.1314709,2.0048382
1996-08-08,08/08/1996,154.61240410793204,1.0982170999999998,1.9469119500000003
1996-08-09,08/09/1996,150.52009292520555,1.070118,1.8937509
1996-08-10,08/10/1996,151.78611732065127,1.0436738,1.8433486499999996
1996-08-11,08/11/1996,142.65086586459992,1.011921,1.7908326499999998
1996-08-12,08/12/1996,138.87163999116595,0.9897451500000001,1.7482697999999999
1996-08-13,08/13/1996,143.21270666010372,0.9577567499999999,1.6905744
1996-08-14,08/14/1996,137.2714744228202,0.9336444199999999,1.64556815
1996-08-15,08/15/1996,132.15340394466742,0.91059058,1.6016411000000002
1996-08-16,08/16/1996,132.9979493087857,0.8832927100000001,1.5541477499999998
1996-08-17,08/17/1996,131.16788711483372,0.858850255,1.5163253999999997
1996-08-18,08/18/1996,121.09163851806477,0.8260890300000001,1.47099615
1996-08-19,08/19/1996,125.1420345689704,0.82400302,1.44018765
1996-08-20,08/20/1996,124.0241368720799,0.80315014,1.3977084
1996-08-21,08/21/1996,121.46981507837852,0.7820743899999998,1.3567121
1996-08-22,08/22/1996,116.91908142503658,0.75985883,1.3184793499999998
1996-08-23,08/23/1996,110.82888721605175,0.74242861,1.27975165
1996-08-24,08/24/1996,110.16385974628844,0.72602382,1.24649595
1996-08-25,08/25/1996,103.6836650364418,0.711393345,1.21596485
1996-08-26,08/26/1996,109.1589695607483,0.695551905,1.1846927500000002
1996-08-27,08/27/1996,107.95715555639109,0.67679501,1.15027615
1996-08-28,08/28/1996,102.69319390962563,0.657596935,1.11428065
1996-08-29,08/29/1996,103.9288471134158,0.6393330899999999,1.0819531
1996-08-30,08/30/1996,99.64994481837783,0.62389407,1.05132605
1996-08-31,08/31/1996,95.26059923663715,0.601627685,1.0183392
1996-09-01,09/01/1996,93.99017251308692,0.58880905,0.9896121499999998
1996-09-02,09/02/1996,88.74428834304663,0.5781702850000001,0.9634938000000001
1996-09-03,09/03/1996,91.50006970243282,0.561588415,0.9384052500000001
1996-09-04,09/04/1996,91.69457880422304,0.55746114,0.9185137699999998
1996-09-05,09/05/1996,83.34074102119204,0.5278541999999999,0.8891896449999999
1996-09-06,09/06/1996,85.2766415612919,0.5105793049999999,0.8599567199999999
1996-09-07,09/07/1996,87.54405984426201,0.5010843399999999,0.834483515
1996-09-08,09/08/1996,77.27834500059022,0.4955918199999999,0.8145054899999999
1996-09-09,09/09/1996,78.7317873056412,0.483614125,0.793336735
1996-09-10,09/10/1996,79.73623932939148,0.47236906999999995,0.771228145
1996-09-11,09/11/1996,81.01926691320428,0.46291751999999997,0.75253813
1996-09-12,09/12/1996,81.72943915931842,0.45910250999999996,0.7420637149999999
1996-09-13,09/13/1996,88.6056576129708,0.46804695,0.7455296949999999
1996-09-14,09/14/1996,82.67602659374155,0.44012625999999994,0.7009455299999999
1996-09-15,09/15/1996,715.4333692258786,0.878475165,1.203631
1996-09-16,09/16/1996,315.6978371959181,0.4643415699999999,0.76214719
1996-09-17,09/17/1996,177.0198537290355,0.459750885,0.72827703
1996-09-18,09/18/1996,148.63182074210988,0.438091265,0.69435025
1996-09-19,09/19/1996,131.41097464090262,0.42919565499999995,0.6705086699999999
1996-09-20,09/20/1996,113.10386833217574,0.40313430499999997,0.6417589149999999
1996-09-21,09/21/1996,107.28978452816202,0.38383192,0.6154314699999999
1996-09-22,09/22/1996,100.1418751421015,0.355657675,0.590641885
1996-09-23,09/23/1996,86.2236167494964,0.36661031999999993,0.57452428
1996-09-24,09/24/1996,92.43483538398195,0.3560377699999999,0.553433615
1996-09-25,09/25/1996,76.01208768086579,0.34937903,0.53381393
1996-09-26,09/26/1996,76.35423402706448,0.341486525,0.5158408800000001
1996-09-27,09/27/1996,68.1616070117341,0.33123326999999997,0.49744441500000003
1996-09-28,09/28/1996,67.25574696108227,0.32219639499999997,0.481057295
1996-09-29,09/29/1996,65.2601492372414,0.314462445,0.465318265
1996-09-30,09/30/1996,64.55593855781694,0.309584765,0.4531588349999999
1996-10-01,10/01/1996,63.48761264157706,0.30273963499999995,0.43497022999999996
1996-10-02,10/02/1996,66.1728634175248,0.2940046699999999,0.41931328000000007
1996-10-03,10/03/1996,64.6712930347893,0.28488010999999996,0.40351458999999995
1996-10-04,10/04/1996,53.121338263032825,0.27934921,0.3918425099999999
1996-10-05,10/05/1996,58.79866152098369,0.2718653,0.37684514499999994
1996-10-06,10/06/1996,51.59274700023284,0.26031786,0.36146246
1996-10-07,10/07/1996,53.833557447914266,0.27224700999999996,0.361091295
1996-10-08,10/08/1996,45.036198775666996,0.258805935,0.34295161500000004
1996-10-09,10/09/1996,52.91617627147737,0.24477823499999998,0.328708265
1996-10-10,10/10/1996,43.870859193531174,0.24103732499999997,0.319684975
