,TS,9999,1111,5555
2013-04-05,04/05/2013,4930.679496042985,18.764463775848313,17.93444357838155
2013-04-06,04/06/2013,3037.841422211541,17.094567652026463,15.34466522170215
2013-04-07,04/07/2013,3798.6886603879443,25.020687224415482,21.187132851682932
2013-04-08,04/08/2013,5522.852632263842,17.304215232288914,13.678379556644993
2013-04-09,04/09/2013,2606.0135613560933,14.949180908061063,12.423646567678679
2013-04-10,04/10/2013,2227.903183552221,13.107991408114591,11.492153337186675
2013-04-11,04/11/2013,1937.3112539560075,11.536551673897717,10.684304810331255
2013-04-12,04/12/2013,1673.7718517929327,10.243765416192426,9.986329952281102
2013-04-13,04/13/2013,1448.263535164088,9.182274460233284,9.397780734796601
2013-04-14,04/14/2013,1261.917016875815,8.266636590819086,8.876995264630313
2013-04-15,04/15/2013,1102.4992237473903,7.547017404631914,8.433374448190866
2013-04-16,04/16/2013,967.1676376222497,6.924789854464153,8.020981854694728
2013-04-17,04/17/2013,856.1586485489995,6.432305529146984,7.677152403442787
2013-04-18,04/18/2013,763.7146603464131,5.989421356018634,7.357708237703907
2013-04-19,04/19/2013,682.7063374271235,5.623728929851225,7.079201601211441
2013-04-20,04/20/2013,606.7520289819784,5.2906010606174325,6.811561694674178
2013-04-21,04/21/2013,542.7846093036497,4.993289679891699,6.560532358497531
2013-04-22,04/22/2013,491.692886413789,4.748301034354592,6.33461618065434
2013-04-23,04/23/2013,448.02097635101507,4.52647190934648,6.121378019073349
2013-04-24,04/24/2013,405.98169408731843,4.332063757845623,5.930404311551242
2013-04-25,04/25/2013,368.3635612850207,4.164833556429178,5.762940857730381
2013-04-26,04/26/2013,344.46584266752814,3.9993009508349227,5.586927823939876
2013-04-27,04/27/2013,320.0060534465058,3.8431043721390132,5.4149701100737175
2013-04-28,04/28/2013,289.67732792453046,3.69256819357194,5.25154363336349
2013-04-29,04/29/2013,266.3549945235387,3.5692721408328225,5.108051870761248
2013-04-30,04/30/2013,252.72765930516965,3.4209327506583236,4.945905382746652
2013-05-01,05/01/2013,234.8133931460609,3.3078185119659986,4.814112710246388
2013-05-02,05/02/2013,226.1173021527559,3.2357952165364843,4.694627700041801
2013-05-03,05/03/2013,222.26510772971773,3.1350708248988597,4.560614308629524
2013-05-04,05/04/2013,210.15538081616393,3.036278832747829,4.431126122727703
2013-05-05,05/05/2013,197.13111479335976,2.9615620160798817,4.330398422759124
2013-05-06,05/06/2013,204.35529139481582,2.9299508842922464,4.279695767746872
2013-05-07,05/07/2013,215.27589262517571,2.9026297273490216,4.2206898870431555
2013-05-08,05/08/2013,212.3153268925936,2.817823551569831,4.087019109718835
2013-05-09,05/09/2013,200.95490645009693,2.732098924306021,3.9686563793850014
2013-05-10,05/10/2013,181.71501582938163,2.6449265649790688,3.857478514065251
2013-05-11,05/11/2013,177.20365271220015,2.5710436478158893,3.7521117719066686
2013-05-12,05/12/2013,178.57157546184743,2.5109066578082686,3.658550668325238
2013-05-13,05/13/2013,175.03729023660907,2.4400011983976686,3.5593626416710813
2013-05-14,05/14/2013,164.49549746465107,2.3439266035098902,3.4538789681523965
2013-05-15,05/15/2013,166.8697691824489,2.2912325728674916,3.369859827871783
2013-05-16,05/16/2013,169.195638879614,2.271668990429782,3.3215323767816582
2013-05-17,05/17/2013,165.03814310427703,2.1764649625188204,3.2003300323318413
2013-05-18,05/18/2013,155.54995805701571,2.120585575504455,3.122179569048564
2013-05-19,05/19/2013,145.161398395305,2.0504662189136775,3.0204292779496504
2013-05-20,05/20/2013,138.2950778196813,1.9976500472050656,2.936052340403745
2013-05-21,05/21/2013,128.66788512324484,1.9353409525999254,2.865720654452561
2013-05-22,05/22/2013,129.84611291223354,1.847835895066775,2.782064721280711
2013-05-23,05/23/2013,125.85428777280976,1.8281193592405882,2.7112385904533696
2013-05-24,05/24/2013,121.01686719110434,1.789639926725465,2.6425526802193766
2013-05-25,05/25/2013,117.92580634152532,1.744468210363688,2.576799782345521
2013-05-26,05/26/2013,122.45963809212711,1.7265853043038586,2.5160090192246374
2013-05-27,05/27/2013,156.7753685427052,1.9372150671237747,2.6564659036280354
2013-05-28,05/28/2013,184.9773524585456,1.8743914802221782,2.514011519526162
2013-05-29,05/29/2013,153.28243718275954,1.8143174594791227,2.4334736269531096
2013-05-30,05/30/2013,132.25912879961675,1.743648597817848,2.358204180603278
2013-05-31,05/31/2013,127.05417302760449,1.6800586240491588,2.280566492873712
2013-06-01,06/01/2013,118.24290116745524,1.6173427972537706,2.2133043814813096
2013-06-02,06/02/2013,111.57909017273701,1.5932279848312643,2.16367734339231
2013-06-03,06/03/2013,108.40557402332594,1.551278499284071,2.0976566589823875
2013-06-04,06/04/2013,109.47144138998215,1.5227930177199454,2.046753457011677
2013-06-05,06/05/2013,105.82862210857262,1.4788016635477965,1.9899666058038508
2013-06-06,06/06/2013,101.09695616779031,1.435989909569995,1.9354571208833287
2013-06-07,06/07/2013,93.69213356741518,1.383935466999256,1.8733920174962817
2013-06-08,06/08/2013,88.72217961990809,1.3415231125434481,1.811257215749796
2013-06-09,06/09/2013,87.64949768376525,1.3115516343866243,1.7644233476768947
2013-06-10,06/10/2013,86.50287108618264,1.296115870827258,1.7423716010046895
2013-06-11,06/11/2013,83.5375798396606,1.2467466202062094,1.6884246771813405
2013-06-12,06/12/2013,81.89741194106398,1.1950263553468978,1.632543782503197
2013-06-13,06/13/2013,80.53428181642755,1.1676079098330716,1.5870966476844406
2013-06-14,06/14/2013,75.24332469429471,1.1408003148367742,1.5379405716534051
2013-06-15,06/15/2013,77.74734683464615,1.120017793866569,1.5016624792982456
2013-06-16,06/16/2013,70.8941896412149,1.100504816022057,1.4684630052572658
2013-06-17,06/17/2013,74.78033846945758,1.0766820461740922,1.4310455718726702
2013-06-18,06/18/2013,73.92006582382258,1.05098219537906,1.3957504413062607
2013-06-19,06/19/2013,71.54521211011664,1.0197139946964004,1.3532708696226707
2013-06-20,06/20/2013,71.73866266581888,0.9837333689307058,1.309242048601453
2013-06-21,06/21/2013,66.34222908651705,0.9460005450952322,1.266889627921088
2013-06-22,06/22/2013,62.15985147272416,0.9194010606160157,1.229574702511267
2013-06-23,06/23/2013,73.08601717183063,0.9997909565157493,1.2857128917713945
2013-06-24,06/24/2013,77.4197638258376,0.9843809768972341,1.251627397951877
2013-06-25,06/25/2013,275.7003296566738,1.0808616167891263,1.5691801112776356
2013-06-26,06/26/2013,1243.212440001105,2.021907020891309,2.812726738530675
2013-06-27,06/27/2013,838.1133005472153,1.2554772951974862,1.3606932175037247
2013-06-28,06/28/2013,421.0826134648572,1.1787032273294618,1.2975082087451624
2013-06-29,06/29/2013,346.05868704446465,1.1082985433048667,1.2375787807755678
