,TS,9999,1111,5555
1995-10-01,10/01/1995,1.59,0.55,3.91
1995-11-01,11/01/1995,32.52,6.89,8.78
1995-12-01,12/01/1995,54.05,10.67,11.0
1996-01-01,01/01/1996,99.44,12.53,19.63
1996-02-01,02/01/1996,73.06,12.6,18.0
1996-03-01,03/01/1996,51.58,11.19,12.26
1996-04-01,04/01/1996,25.76,2.64,4.64
1996-05-01,05/01/1996,26.76,6.13,7.45
1996-06-01,06/01/1996,0.63,1.27,2.51
1996-07-01,07/01/1996,14.36,0.77,1.23
1996-08-01,08/01/1996,1.22,0.23,0.69
1996-09-01,09/01/1996,15.65,0.51,0.89
