DTTM,Year,Month,Day,flow,Water Year
1995-12-04,1995,12,4,5.102066,1996.0
1995-12-05,1995,12,5,2.387401,1996.0
1995-12-06,1995,12,6,2.707254,1996.0
1995-12-07,1995,12,7,1.742876,1996.0
1995-12-08,1995,12,8,1.267513,1996.0
1995-12-09,1995,12,9,4.840292,1996.0
1995-12-10,1995,12,10,8.211318,1996.0
1995-12-11,1995,12,11,40.80765,1996.0
1995-12-12,1995,12,12,137.1987,1996.0
1995-12-13,1995,12,13,45.9938,1996.0
1995-12-14,1995,12,14,41.52498,1996.0
1995-12-15,1995,12,15,51.93245,1996.0
1995-12-16,1995,12,16,34.25443,1996.0
1995-12-17,1995,12,17,29.11653,1996.0
1995-12-18,1995,12,18,25.33316,1996.0
1995-12-19,1995,12,19,21.61205,1996.0
1995-12-20,1995,12,20,18.77656,1996.0
1995-12-21,1995,12,21,16.45996,1996.0
1995-12-22,1995,12,22,17.17959,1996.0
1995-12-23,1995,12,23,14.05071,1996.0
1995-12-24,1995,12,24,12.64342,1996.0
1995-12-25,1995,12,25,11.4705,1996.0
1995-12-26,1995,12,26,10.47699,1996.0
1995-12-27,1995,12,27,10.58162,1996.0
1995-12-28,1995,12,28,17.95432,1996.0
1995-12-29,1995,12,29,51.32089,1996.0
1995-12-30,1995,12,30,34.05386,1996.0
1995-12-31,1995,12,31,28.0363,1996.0
1996-01-01,1996,1,1,24.54438,1996.0
1996-01-02,1996,1,2,21.66586,1996.0
1996-01-03,1996,1,3,19.28201,1996.0
1996-01-04,1996,1,4,17.29271,1996.0
1996-01-05,1996,1,5,15.63223,1996.0
1996-01-06,1996,1,6,14.2568,1996.0
1996-01-07,1996,1,7,13.09815,1996.0
1996-01-08,1996,1,8,12.38148,1996.0
1996-01-09,1996,1,9,16.475,1996.0
1996-01-10,1996,1,10,13.52625,1996.0
1996-01-11,1996,1,11,12.57226,1996.0
1996-01-12,1996,1,12,11.75362,1996.0
1996-01-13,1996,1,13,11.05429,1996.0
1996-01-14,1996,1,14,12.58132,1996.0
1996-01-15,1996,1,15,84.75544,1996.0
1996-01-16,1996,1,16,40.56013,1996.0
1996-01-17,1996,1,17,49.62376,1996.0
1996-01-18,1996,1,18,78.83678,1996.0
1996-01-19,1996,1,19,46.19176,1996.0
1996-01-20,1996,1,20,48.62706,1996.0
1996-01-21,1996,1,21,42.9389,1996.0
1996-01-22,1996,1,22,41.01435,1996.0
1996-01-23,1996,1,23,52.15374,1996.0
1996-01-24,1996,1,24,54.7481,1996.0
1996-01-25,1996,1,25,45.5444,1996.0
1996-01-26,1996,1,26,52.54758,1996.0
1996-01-27,1996,1,27,156.3807,1996.0
1996-01-28,1996,1,28,48.35717,1996.0
1996-01-29,1996,1,29,43.14372,1996.0
1996-01-30,1996,1,30,41.31714,1996.0
1996-01-31,1996,1,31,36.96913,1996.0
1996-02-01,1996,2,1,32.73163,1996.0
1996-02-02,1996,2,2,29.33888,1996.0
1996-02-03,1996,2,3,28.56684,1996.0
1996-02-04,1996,2,4,48.13895,1996.0
1996-02-05,1996,2,5,36.08245,1996.0
1996-02-06,1996,2,6,32.26696,1996.0
1996-02-07,1996,2,7,29.03606,1996.0
1996-02-08,1996,2,8,26.35092,1996.0
1996-02-09,1996,2,9,24.10763,1996.0
1996-02-10,1996,2,10,22.22995,1996.0
1996-02-11,1996,2,11,20.64415,1996.0
1996-02-12,1996,2,12,19.29744,1996.0
1996-02-13,1996,2,13,18.14833,1996.0
1996-02-14,1996,2,14,17.15686,1996.0
1996-02-15,1996,2,15,18.39624,1996.0
1996-02-16,1996,2,16,25.93553,1996.0
1996-02-17,1996,2,17,59.7056,1996.0
1996-02-18,1996,2,18,70.6015,1996.0
1996-02-19,1996,2,19,63.90902,1996.0
1996-02-20,1996,2,20,71.25166,1996.0
1996-02-21,1996,2,21,74.68538,1996.0
1996-02-22,1996,2,22,57.95978,1996.0
1996-02-23,1996,2,23,53.39245,1996.0
1996-02-24,1996,2,24,47.77261,1996.0
1996-02-25,1996,2,25,41.66911,1996.0
1996-02-26,1996,2,26,36.71093,1996.0
1996-02-27,1996,2,27,35.82992,1996.0
1996-02-28,1996,2,28,48.45535,1996.0
1996-02-29,1996,2,29,65.89723,1996.0
1996-03-01,1996,3,1,43.93645,1996.0
1996-03-02,1996,3,2,38.75479,1996.0
1996-03-03,1996,3,3,38.08443,1996.0
1996-03-04,1996,3,4,53.85509,1996.0
1996-03-05,1996,3,5,46.80278,1996.0
1996-03-06,1996,3,6,40.53866,1996.0
1996-03-07,1996,3,7,35.95887,1996.0
1996-03-08,1996,3,8,32.15405,1996.0
1996-03-09,1996,3,9,29.0584,1996.0
1996-03-10,1996,3,10,31.70154,1996.0
1996-03-11,1996,3,11,38.08613,1996.0
1996-03-12,1996,3,12,29.92473,1996.0
1996-03-13,1996,3,13,27.1288,1996.0
1996-03-14,1996,3,14,24.85147,1996.0
1996-03-15,1996,3,15,22.87526,1996.0
1996-03-16,1996,3,16,21.19684,1996.0
1996-03-17,1996,3,17,19.80127,1996.0
1996-03-18,1996,3,18,18.61625,1996.0
1996-03-19,1996,3,19,17.55816,1996.0
1996-03-20,1996,3,20,16.64387,1996.0
1996-03-21,1996,3,21,15.86845,1996.0
1996-03-22,1996,3,22,15.19167,1996.0
1996-03-23,1996,3,23,14.53914,1996.0
1996-03-24,1996,3,24,14.00007,1996.0
1996-03-25,1996,3,25,13.50355,1996.0
1996-03-26,1996,3,26,13.03122,1996.0
1996-03-27,1996,3,27,13.35864,1996.0
1996-03-28,1996,3,28,13.63861,1996.0
1996-03-29,1996,3,29,13.15228,1996.0
1996-03-30,1996,3,30,12.71465,1996.0
1996-03-31,1996,3,31,13.67713,1996.0
1996-04-01,1996,4,1,16.76155,1996.0
1996-04-02,1996,4,2,14.27431,1996.0
1996-04-03,1996,4,3,13.59631,1996.0
1996-04-04,1996,4,4,13.00233,1996.0
1996-04-05,1996,4,5,12.46874,1996.0
1996-04-06,1996,4,6,11.9909,1996.0
1996-04-07,1996,4,7,11.55767,1996.0
1996-04-08,1996,4,8,11.14726,1996.0
1996-04-09,1996,4,9,10.77275,1996.0
1996-04-10,1996,4,10,10.40779,1996.0
1996-04-11,1996,4,11,10.10249,1996.0
1996-04-12,1996,4,12,9.741406,1996.0
1996-04-13,1996,4,13,9.477694,1996.0
1996-04-14,1996,4,14,9.358697,1996.0
1996-04-15,1996,4,15,10.39517,1996.0
1996-04-16,1996,4,16,23.09911,1996.0
1996-04-17,1996,4,17,23.07272,1996.0
1996-04-18,1996,4,18,31.2553,1996.0
1996-04-19,1996,4,19,24.29275,1996.0
1996-04-20,1996,4,20,21.5697,1996.0
1996-04-21,1996,4,21,19.50458,1996.0
1996-04-22,1996,4,22,17.79478,1996.0
1996-04-23,1996,4,23,42.6662,1996.0
1996-04-24,1996,4,24,42.96246,1996.0
1996-04-25,1996,4,25,30.23141,1996.0
1996-04-26,1996,4,26,26.4346,1996.0
1996-04-27,1996,4,27,23.20952,1996.0
1996-04-28,1996,4,28,20.57331,1996.0
1996-04-29,1996,4,29,18.37761,1996.0
1996-04-30,1996,4,30,16.55466,1996.0
1996-05-01,1996,5,1,15.03277,1996.0
1996-05-02,1996,5,2,13.76926,1996.0
1996-05-03,1996,5,3,12.66079,1996.0
1996-05-04,1996,5,4,11.77358,1996.0
1996-05-05,1996,5,5,11.05545,1996.0
1996-05-06,1996,5,6,10.40143,1996.0
1996-05-07,1996,5,7,9.817307,1996.0
1996-05-08,1996,5,8,9.325217,1996.0
1996-05-09,1996,5,9,8.864182,1996.0
1996-05-10,1996,5,10,8.496902,1996.0
1996-05-11,1996,5,11,8.1703,1996.0
1996-05-12,1996,5,12,7.868328,1996.0
1996-05-13,1996,5,13,7.62183,1996.0
1996-05-14,1996,5,14,7.364147,1996.0
1996-05-15,1996,5,15,7.097954,1996.0
1996-05-16,1996,5,16,8.632135,1996.0
1996-05-17,1996,5,17,14.04485,1996.0
1996-05-18,1996,5,18,11.58972,1996.0
1996-05-19,1996,5,19,10.81781,1996.0
1996-05-20,1996,5,20,10.19001,1996.0
1996-05-21,1996,5,21,22.38344,1996.0
1996-05-22,1996,5,22,12.30745,1996.0
1996-05-23,1996,5,23,11.43257,1996.0
1996-05-24,1996,5,24,10.71539,1996.0
1996-05-25,1996,5,25,10.0828,1996.0
1996-05-26,1996,5,26,9.527,1996.0
1996-05-27,1996,5,27,9.003119,1996.0
1996-05-28,1996,5,28,8.569711,1996.0
1996-05-29,1996,5,29,8.199368,1996.0
1996-05-30,1996,5,30,7.858651,1996.0
1996-05-31,1996,5,31,7.55331,1996.0
1996-06-01,1996,6,1,7.274465,1996.0
1996-06-02,1996,6,2,7.006843,1996.0
1996-06-03,1996,6,3,6.772603,1996.0
1996-06-04,1996,6,4,6.531145,1996.0
1996-06-05,1996,6,5,6.313657,1996.0
1996-06-06,1996,6,6,6.122621,1996.0
1996-06-07,1996,6,7,5.938217,1996.0
1996-06-08,1996,6,8,5.75292,1996.0
1996-06-09,1996,6,9,5.583234,1996.0
1996-06-10,1996,6,10,5.420677,1996.0
1996-06-11,1996,6,11,5.271678,1996.0
1996-06-12,1996,6,12,5.134685,1996.0
1996-06-13,1996,6,13,4.993088,1996.0
1996-06-14,1996,6,14,4.848806,1996.0
1996-06-15,1996,6,15,4.716928,1996.0
1996-06-16,1996,6,16,4.595094,1996.0
1996-06-17,1996,6,17,4.459678,1996.0
1996-06-18,1996,6,18,4.329399,1996.0
1996-06-19,1996,6,19,4.23729,1996.0
1996-06-20,1996,6,20,4.13301,1996.0
1996-06-21,1996,6,21,4.01258,1996.0
1996-06-22,1996,6,22,3.906074,1996.0
1996-06-23,1996,6,23,3.826579,1996.0
1996-06-24,1996,6,24,3.729652,1996.0
1996-06-25,1996,6,25,3.627423,1996.0
1996-06-26,1996,6,26,3.536572,1996.0
1996-06-27,1996,6,27,3.454805,1996.0
1996-06-28,1996,6,28,3.351988,1996.0
1996-06-29,1996,6,29,3.256453,1996.0
1996-06-30,1996,6,30,3.170448,1996.0
1996-07-01,1996,7,1,3.092347,1996.0
1996-07-02,1996,7,2,3.017874,1996.0
1996-07-03,1996,7,3,2.943816,1996.0
1996-07-04,1996,7,4,2.861241,1996.0
1996-07-05,1996,7,5,2.774285,1996.0
1996-07-06,1996,7,6,2.71739,1996.0
1996-07-07,1996,7,7,2.652355,1996.0
1996-07-08,1996,7,8,2.584046,1996.0
1996-07-09,1996,7,9,2.517509,1996.0
1996-07-10,1996,7,10,2.456546,1996.0
1996-07-11,1996,7,11,2.396237,1996.0
1996-07-12,1996,7,12,2.335711,1996.0
1996-07-13,1996,7,13,2.277435,1996.0
1996-07-14,1996,7,14,2.221124,1996.0
1996-07-15,1996,7,15,2.167198,1996.0
1996-07-16,1996,7,16,2.106541,1996.0
1996-07-17,1996,7,17,2.067925,1996.0
1996-07-18,1996,7,18,1.999419,1996.0
1996-07-19,1996,7,19,1.933475,1996.0
1996-07-20,1996,7,20,1.886249,1996.0
1996-07-21,1996,7,21,1.848659,1996.0
1996-07-22,1996,7,22,1.806805,1996.0
1996-07-23,1996,7,23,1.764267,1996.0
1996-07-24,1996,7,24,1.714427,1996.0
1996-07-25,1996,7,25,1.668801,1996.0
1996-07-26,1996,7,26,1.628454,1996.0
1996-07-27,1996,7,27,1.588446,1996.0
1996-07-28,1996,7,28,1.541022,1996.0
1996-07-29,1996,7,29,1.501013,1996.0
1996-07-30,1996,7,30,1.460193,1996.0
1996-07-31,1996,7,31,1.419493,1996.0
1996-08-01,1996,8,1,1.38882,1996.0
1996-08-02,1996,8,2,1.356486,1996.0
1996-08-03,1996,8,3,1.319353,1996.0
1996-08-04,1996,8,4,1.288127,1996.0
1996-08-05,1996,8,5,1.259115,1996.0
1996-08-06,1996,8,6,1.223092,1996.0
1996-08-07,1996,8,7,1.191022,1996.0
1996-08-08,1996,8,8,1.156018,1996.0
1996-08-09,1996,8,9,1.12644,1996.0
1996-08-10,1996,8,10,1.098604,1996.0
1996-08-11,1996,8,11,1.06518,1996.0
1996-08-12,1996,8,12,1.041837,1996.0
1996-08-13,1996,8,13,1.008165,1996.0
1996-08-14,1996,8,14,0.9827836,1996.0
1996-08-15,1996,8,15,0.9585164,1996.0
1996-08-16,1996,8,16,0.9297818,1996.0
1996-08-17,1996,8,17,0.9040529,1996.0
1996-08-18,1996,8,18,0.8695674,1996.0
1996-08-19,1996,8,19,0.8673716,1996.0
1996-08-20,1996,8,20,0.8454212,1996.0
1996-08-21,1996,8,21,0.8232362,1996.0
1996-08-22,1996,8,22,0.7998514,1996.0
1996-08-23,1996,8,23,0.7815038,1996.0
1996-08-24,1996,8,24,0.7642356,1996.0
1996-08-25,1996,8,25,0.7488351,1996.0
1996-08-26,1996,8,26,0.7321599,1996.0
1996-08-27,1996,8,27,0.7124158,1996.0
1996-08-28,1996,8,28,0.6922073,1996.0
1996-08-29,1996,8,29,0.6729822,1996.0
1996-08-30,1996,8,30,0.6567306,1996.0
1996-08-31,1996,8,31,0.6332923,1996.0
1996-09-01,1996,9,1,0.619799,1996.0
1996-09-02,1996,9,2,0.6086003,1996.0
1996-09-03,1996,9,3,0.5911457,1996.0
1996-09-04,1996,9,4,0.5868012,1996.0
1996-09-05,1996,9,5,0.555636,1996.0
1996-09-06,1996,9,6,0.5374519,1996.0
1996-09-07,1996,9,7,0.5274572,1996.0
1996-09-08,1996,9,8,0.5216756,1996.0
1996-09-09,1996,9,9,0.5090675,1996.0
1996-09-10,1996,9,10,0.4972306,1996.0
1996-09-11,1996,9,11,0.4872816,1996.0
1996-09-12,1996,9,12,0.4832658,1996.0
1996-09-13,1996,9,13,0.492681,1996.0
1996-09-14,1996,9,14,0.4632908,1996.0
1996-09-15,1996,9,15,0.9247107,1996.0
1996-09-16,1996,9,16,0.4887806,1996.0
1996-09-17,1996,9,17,0.4839483,1996.0
1996-09-18,1996,9,18,0.4611487,1996.0
1996-09-19,1996,9,19,0.4517849,1996.0
1996-09-20,1996,9,20,0.4243519,1996.0
1996-09-21,1996,9,21,0.4040336,1996.0
1996-09-22,1996,9,22,0.3743765,1996.0
1996-09-23,1996,9,23,0.3859056,1996.0
1996-09-24,1996,9,24,0.3747766,1996.0
1996-09-25,1996,9,25,0.3677674,1996.0
1996-09-26,1996,9,26,0.3594595,1996.0
1996-09-27,1996,9,27,0.3486666,1996.0
1996-09-28,1996,9,28,0.3391541,1996.0
1996-09-29,1996,9,29,0.3310131,1996.0
1996-09-30,1996,9,30,0.3258787,1996.0
1996-10-01,1996,10,1,0.3186733,1997.0
1996-10-02,1996,10,2,0.3094786,1997.0
1996-10-03,1996,10,3,0.2998738,1997.0
1996-10-04,1996,10,4,0.2940518,1997.0
1996-10-05,1996,10,5,0.286174,1997.0
1996-10-06,1996,10,6,0.2740188,1997.0
1996-10-07,1996,10,7,0.2865758,1997.0
1996-10-08,1996,10,8,0.2724273,1997.0
1996-10-09,1996,10,9,0.2576613,1997.0
1996-10-10,1996,10,10,0.2537235,1997.0
1996-10-11,1996,10,11,0.2481471,1997.0
1996-10-12,1996,10,12,0.2450026,1997.0
1996-10-13,1996,10,13,0.2568141,1997.0
1996-10-14,1996,10,14,0.234506,1997.0
1996-10-15,1996,10,15,0.2249308,1997.0
1996-10-16,1996,10,16,0.2270424,1997.0
1996-10-17,1996,10,17,0.2218364,1997.0
1996-10-18,1996,10,18,0.5427883,1997.0
1996-10-19,1996,10,19,0.2870562,1997.0
1996-10-20,1996,10,20,0.2714398,1997.0
1996-10-21,1996,10,21,0.2938155,1997.0
1996-10-22,1996,10,22,0.299237,1997.0
1996-10-23,1996,10,23,0.2932167,1997.0
1996-10-24,1996,10,24,0.4080401,1997.0
1996-10-25,1996,10,25,0.3360998,1997.0
1996-10-26,1996,10,26,0.2788542,1997.0
1996-10-27,1996,10,27,0.2945843,1997.0
1996-10-28,1996,10,28,0.3455352,1997.0
1996-10-29,1996,10,29,1.15509,1997.0
1996-10-30,1996,10,30,0.4540775,1997.0
1996-10-31,1996,10,31,0.4214902,1997.0
1996-11-01,1996,11,1,0.3992074,1997.0
1996-11-02,1996,11,2,0.3776561,1997.0
1996-11-03,1996,11,3,0.3564587,1997.0
1996-11-04,1996,11,4,0.3413433,1997.0
1996-11-05,1996,11,5,0.3123065,1997.0
1996-11-06,1996,11,6,0.3158878,1997.0
1996-11-07,1996,11,7,0.3247434,1997.0
1996-11-08,1996,11,8,0.3221037,1997.0
1996-11-09,1996,11,9,0.3189515,1997.0
1996-11-10,1996,11,10,0.3144515,1997.0
1996-11-11,1996,11,11,0.3190035,1997.0
1996-11-12,1996,11,12,0.3195788,1997.0
1996-11-13,1996,11,13,0.3131882,1997.0
1996-11-14,1996,11,14,0.29916,1997.0
1996-11-15,1996,11,15,0.2922599,1997.0
1996-11-16,1996,11,16,0.3079692,1997.0
1996-11-17,1996,11,17,5.620256,1997.0
1996-11-18,1996,11,18,17.70262,1997.0
1996-11-19,1996,11,19,8.984419,1997.0
1996-11-20,1996,11,20,5.447198,1997.0
1996-11-21,1996,11,21,6.329642,1997.0
1996-11-22,1996,11,22,4.975325,1997.0
1996-11-23,1996,11,23,3.730261,1997.0
1996-11-24,1996,11,24,3.687743,1997.0
1996-11-25,1996,11,25,3.265731,1997.0
1996-11-26,1996,11,26,2.994298,1997.0
1996-11-27,1996,11,27,2.788304,1997.0
1996-11-28,1996,11,28,2.936408,1997.0
1996-11-29,1996,11,29,2.526376,1997.0
1996-11-30,1996,11,30,5.648425,1997.0
1996-12-01,1996,12,1,4.832945,1997.0
1996-12-02,1996,12,2,3.212824,1997.0
1996-12-03,1996,12,3,4.87706,1997.0
1996-12-04,1996,12,4,49.38856,1997.0
1996-12-05,1996,12,5,21.39701,1997.0
1996-12-06,1996,12,6,51.61821,1997.0
1996-12-07,1996,12,7,36.44217,1997.0
1996-12-08,1996,12,8,80.27263,1997.0
1996-12-09,1996,12,9,75.29546,1997.0
1996-12-10,1996,12,10,81.74634,1997.0
1996-12-11,1996,12,11,60.46062,1997.0
1996-12-12,1996,12,12,54.71556,1997.0
1996-12-13,1996,12,13,51.58486,1997.0
1996-12-14,1996,12,14,41.24944,1997.0
1996-12-15,1996,12,15,35.62906,1997.0
1996-12-16,1996,12,16,30.99501,1997.0
1996-12-17,1996,12,17,27.17997,1997.0
1996-12-18,1996,12,18,24.04088,1997.0
1996-12-19,1996,12,19,21.50872,1997.0
1996-12-20,1996,12,20,28.77083,1997.0
1996-12-21,1996,12,21,36.24877,1997.0
1996-12-22,1996,12,22,40.27322,1997.0
1996-12-23,1996,12,23,32.60196,1997.0
1996-12-24,1996,12,24,28.57814,1997.0
1996-12-25,1996,12,25,33.83061,1997.0
1996-12-26,1996,12,26,48.53933,1997.0
1996-12-27,1996,12,27,48.20834,1997.0
1996-12-28,1996,12,28,101.3548,1997.0
1996-12-29,1996,12,29,165.913,1997.0
1996-12-30,1996,12,30,198.1241,1997.0
1996-12-31,1996,12,31,306.0731,1997.0
1997-01-01,1997,1,1,304.7797,1997.0
1997-01-02,1997,1,2,162.2041,1997.0
1997-01-03,1997,1,3,128.8667,1997.0
1997-01-04,1997,1,4,106.7765,1997.0
1997-01-05,1997,1,5,89.74773,1997.0
1997-01-06,1997,1,6,75.86269,1997.0
1997-01-07,1997,1,7,64.61078,1997.0
1997-01-08,1997,1,8,55.49594,1997.0
1997-01-09,1997,1,9,48.09953,1997.0
1997-01-10,1997,1,10,42.08798,1997.0
1997-01-11,1997,1,11,37.18917,1997.0
1997-01-12,1997,1,12,33.16483,1997.0
1997-01-13,1997,1,13,29.82723,1997.0
1997-01-14,1997,1,14,27.10217,1997.0
1997-01-15,1997,1,15,25.08308,1997.0
1997-01-16,1997,1,16,23.19889,1997.0
1997-01-17,1997,1,17,21.73348,1997.0
1997-01-18,1997,1,18,20.33908,1997.0
1997-01-19,1997,1,19,20.43511,1997.0
1997-01-20,1997,1,20,35.05318,1997.0
1997-01-21,1997,1,21,50.42457,1997.0
1997-01-22,1997,1,22,37.87614,1997.0
1997-01-23,1997,1,23,34.01296,1997.0
1997-01-24,1997,1,24,134.153,1997.0
1997-01-25,1997,1,25,379.578,1997.0
1997-01-26,1997,1,26,114.2958,1997.0
1997-01-27,1997,1,27,135.9586,1997.0
1997-01-28,1997,1,28,188.7138,1997.0
1997-01-29,1997,1,29,80.58445,1997.0
1997-01-30,1997,1,30,69.64188,1997.0
1997-01-31,1997,1,31,67.72063,1997.0
1997-02-01,1997,2,1,57.47553,1997.0
1997-02-02,1997,2,2,49.73336,1997.0
1997-02-03,1997,2,3,52.1925,1997.0
1997-02-04,1997,2,4,47.70095,1997.0
1997-02-05,1997,2,5,41.03616,1997.0
1997-02-06,1997,2,6,36.37874,1997.0
1997-02-07,1997,2,7,34.22681,1997.0
1997-02-08,1997,2,8,30.27036,1997.0
1997-02-09,1997,2,9,28.56326,1997.0
1997-02-10,1997,2,10,26.74007,1997.0
1997-02-11,1997,2,11,24.54112,1997.0
1997-02-12,1997,2,12,22.68954,1997.0
1997-02-13,1997,2,13,21.13953,1997.0
1997-02-14,1997,2,14,19.82182,1997.0
1997-02-15,1997,2,15,18.66887,1997.0
1997-02-16,1997,2,16,21.63424,1997.0
1997-02-17,1997,2,17,25.93548,1997.0
1997-02-18,1997,2,18,21.58343,1997.0
1997-02-19,1997,2,19,31.01104,1997.0
1997-02-20,1997,2,20,21.46763,1997.0
1997-02-21,1997,2,21,19.85925,1997.0
1997-02-22,1997,2,22,18.47061,1997.0
1997-02-23,1997,2,23,17.27275,1997.0
1997-02-24,1997,2,24,16.24148,1997.0
1997-02-25,1997,2,25,15.34665,1997.0
1997-02-26,1997,2,26,15.34624,1997.0
1997-02-27,1997,2,27,14.62067,1997.0
1997-02-28,1997,2,28,13.87346,1997.0
1997-03-01,1997,3,1,23.51431,1997.0
1997-03-02,1997,3,2,29.66421,1997.0
1997-03-03,1997,3,3,18.2259,1997.0
1997-03-04,1997,3,4,16.74177,1997.0
1997-03-05,1997,3,5,15.47625,1997.0
1997-03-06,1997,3,6,14.39106,1997.0
1997-03-07,1997,3,7,13.47454,1997.0
1997-03-08,1997,3,8,12.65918,1997.0
1997-03-09,1997,3,9,11.98443,1997.0
1997-03-10,1997,3,10,11.38963,1997.0
1997-03-11,1997,3,11,10.85275,1997.0
1997-03-12,1997,3,12,10.35839,1997.0
1997-03-13,1997,3,13,9.929503,1997.0
1997-03-14,1997,3,14,9.579858,1997.0
1997-03-15,1997,3,15,9.255648,1997.0
1997-03-16,1997,3,16,26.23751,1997.0
1997-03-17,1997,3,17,13.26701,1997.0
1997-03-18,1997,3,18,12.33332,1997.0
1997-03-19,1997,3,19,11.5373,1997.0
1997-03-20,1997,3,20,11.15746,1997.0
1997-03-21,1997,3,21,10.41828,1997.0
1997-03-22,1997,3,22,9.886883,1997.0
1997-03-23,1997,3,23,9.407782,1997.0
1997-03-24,1997,3,24,8.982304,1997.0
1997-03-25,1997,3,25,8.604441,1997.0
1997-03-26,1997,3,26,8.283513,1997.0
1997-03-27,1997,3,27,7.93765,1997.0
1997-03-28,1997,3,28,7.616257,1997.0
1997-03-29,1997,3,29,7.385313,1997.0
1997-03-30,1997,3,30,7.24283,1997.0
1997-03-31,1997,3,31,7.057218,1997.0
1997-04-01,1997,4,1,6.768592,1997.0
1997-04-02,1997,4,2,6.579805,1997.0
1997-04-03,1997,4,3,6.403367,1997.0
1997-04-04,1997,4,4,6.182723,1997.0
1997-04-05,1997,4,5,6.041912,1997.0
1997-04-06,1997,4,6,5.887397,1997.0
1997-04-07,1997,4,7,5.724694,1997.0
1997-04-08,1997,4,8,5.544802,1997.0
1997-04-09,1997,4,9,5.358708,1997.0
1997-04-10,1997,4,10,5.205345,1997.0
1997-04-11,1997,4,11,5.074575,1997.0
1997-04-12,1997,4,12,4.983946,1997.0
1997-04-13,1997,4,13,4.845714,1997.0
1997-04-14,1997,4,14,4.715553,1997.0
1997-04-15,1997,4,15,4.590713,1997.0
1997-04-16,1997,4,16,4.477337,1997.0
1997-04-17,1997,4,17,4.36975,1997.0
1997-04-18,1997,4,18,9.223948,1997.0
1997-04-19,1997,4,19,7.839326,1997.0
1997-04-20,1997,4,20,15.67395,1997.0
1997-04-21,1997,4,21,12.13783,1997.0
1997-04-22,1997,4,22,15.19691,1997.0
1997-04-23,1997,4,23,13.0652,1997.0
1997-04-24,1997,4,24,11.77572,1997.0
1997-04-25,1997,4,25,10.7396,1997.0
1997-04-26,1997,4,26,9.85324,1997.0
1997-04-27,1997,4,27,9.074208,1997.0
